gene.id,gene.name,function
ENSG00000197587.10,DMBX1,protein coding
ENSG00000282881.1,RP11-49P4.7,protein coding
ENSG00000162456.9,KNCN,protein coding
ENSG00000079277.19,MKNK1,protein coding
ENSG00000142961.14,MOB3C,protein coding
ENSG00000123472.12,ATPAF1,protein coding
ENSG00000186118.8,TEX38,protein coding
ENSG00000159658.10,EFCAB14,protein coding
ENSG00000142973.13,CYP4B1,protein coding
ENSG00000187048.12,CYP4A11,protein coding
ENSG00000186377.7,CYP4X1,protein coding
ENSG00000186160.4,CYP4Z1,protein coding
ENSG00000162365.11,CYP4A22,protein coding
ENSG00000162366.7,PDZK1IP1,protein coding
ENSG00000162367.11,TAL1,protein coding
ENSG00000123473.15,STIL,protein coding
ENSG00000162368.13,CMPK1,protein coding
ENSG00000186790.5,FOXE3,protein coding
ENSG00000186564.5,FOXD2,protein coding
ENSG00000269113.3,TRABD2B,protein coding
ENSG00000117834.12,SLC5A9,protein coding
ENSG00000132122.11,SPATA6,protein coding
ENSG00000186094.16,AGBL4,protein coding
ENSG00000162373.12,BEND5,protein coding
ENSG00000162374.16,ELAVL4,protein coding
ENSG00000142700.11,DMRTA2,protein coding
ENSG00000185104.19,FAF1,protein coding
ENSG00000123080.10,CDKN2C,protein coding
ENSG00000204006.8,C1orf185,protein coding
ENSG00000123091.4,RNF11,protein coding
ENSG00000085831.15,TTC39A,protein coding
ENSG00000085832.16,EPS15,protein coding
ENSG00000117859.18,OSBPL9,protein coding
ENSG00000078618.21,NRDC,protein coding
ENSG00000169213.6,RAB3B,protein coding
ENSG00000117862.11,TXNDC12,protein coding
ENSG00000198841.3,KTI12,protein coding
ENSG00000134717.17,BTF3L4,protein coding
ENSG00000157077.14,ZFYVE9,protein coding
ENSG00000154222.14,CC2D1B,protein coding
ENSG00000085840.12,ORC1,protein coding
ENSG00000134748.12,PRPF38A,protein coding
ENSG00000134744.13,ZCCHC11,protein coding
ENSG00000116157.5,GPX7,protein coding
ENSG00000182183.14,FAM159A,protein coding
ENSG00000162377.5,COA7,protein coding
ENSG00000162378.12,ZYG11B,protein coding
ENSG00000203995.9,ZYG11A,protein coding
ENSG00000121310.16,ECHDC2,protein coding
ENSG00000116171.17,SCP2,protein coding
ENSG00000174348.13,PODN,protein coding
ENSG00000162383.11,SLC1A7,protein coding
ENSG00000157184.6,CPT2,protein coding
ENSG00000162384.13,C1orf123,protein coding
ENSG00000162385.10,MAGOH,protein coding
ENSG00000157193.15,LRP8,protein coding
ENSG00000143006.7,DMRTB1,protein coding
ENSG00000174332.5,GLIS1,protein coding
ENSG00000058804.11,NDC1,protein coding
ENSG00000058799.14,YIPF1,protein coding
ENSG00000211452.10,DIO1,protein coding
ENSG00000081870.11,HSPB11,protein coding
ENSG00000116212.14,LRRC42,protein coding
ENSG00000203985.10,LDLRAD1,protein coding
ENSG00000116209.11,TMEM59,protein coding
ENSG00000116205.12,TCEANC2,protein coding
ENSG00000157211.11,CDCP2,protein coding
ENSG00000215883.10,CYB5RL,protein coding
ENSG00000116221.15,MRPL37,protein coding
ENSG00000157216.15,SSBP3,protein coding
ENSG00000162390.17,ACOT11,protein coding
ENSG00000162391.11,FAM151A,protein coding
ENSG00000184313.19,MROH7,protein coding
ENSG00000243725.6,TTC4,protein coding
ENSG00000162396.5,PARS2,protein coding
ENSG00000006555.10,TTC22,protein coding
ENSG00000162398.11,LEXM,protein coding
ENSG00000116133.11,DHCR24,protein coding
ENSG00000143001.4,TMEM61,protein coding
ENSG00000162399.6,BSND,protein coding
ENSG00000169174.10,PCSK9,protein coding
ENSG00000162402.13,USP24,protein coding
ENSG00000162407.8,PLPP3,protein coding
ENSG00000162409.10,PRKAA2,protein coding
ENSG00000187889.12,C1orf168,protein coding
ENSG00000157131.10,C8A,protein coding
ENSG00000021852.12,C8B,protein coding
ENSG00000173406.15,DAB1,protein coding
ENSG00000162600.11,OMA1,protein coding
ENSG00000184292.6,TACSTD2,protein coding
ENSG00000162601.9,MYSM1,protein coding
ENSG00000177606.6,JUN,protein coding
ENSG00000172456.17,FGGY,protein coding
ENSG00000134709.10,HOOK1,protein coding
ENSG00000134716.9,CYP2J2,protein coding
ENSG00000162598.13,C1orf87,protein coding
ENSG00000162599.15,NFIA,protein coding
ENSG00000162604.12,TM2D1,protein coding
ENSG00000132849.19,PATJ,protein coding
ENSG00000240563.1,L1TD1,protein coding
ENSG00000132854.18,KANK4,protein coding
ENSG00000162607.12,USP1,protein coding
ENSG00000116641.17,DOCK7,protein coding
ENSG00000132855.4,ANGPTL3,protein coding
ENSG00000125703.14,ATG4C,protein coding
ENSG00000187140.5,FOXD3,protein coding
ENSG00000088035.15,ALG6,protein coding
ENSG00000142856.16,ITGB3BP,protein coding
ENSG00000203965.12,EFCAB7,protein coding
ENSG00000079739.15,PGM1,protein coding
ENSG00000185483.11,ROR1,protein coding
ENSG00000177414.13,UBE2U,protein coding
ENSG00000158966.13,CACHD1,protein coding
ENSG00000162437.14,RAVER2,protein coding
ENSG00000162434.11,JAK1,protein coding
ENSG00000162433.14,AK4,protein coding
ENSG00000116675.15,DNAJC6,protein coding
ENSG00000213625.8,LEPROT,protein coding
ENSG00000116678.19,LEPR,protein coding
ENSG00000184588.17,PDE4B,protein coding
ENSG00000118473.21,SGIP1,protein coding
ENSG00000152760.9,TCTEX1D1,protein coding
ENSG00000172410.4,INSL5,protein coding
ENSG00000152763.16,WDR78,protein coding
ENSG00000198160.14,MIER1,protein coding
ENSG00000116704.7,SLC35D1,protein coding
ENSG00000203963.11,C1orf141,protein coding
ENSG00000162594.15,IL23R,protein coding
ENSG00000081985.10,IL12RB2,protein coding
ENSG00000142864.14,SERBP1,protein coding
ENSG00000116717.11,GADD45A,protein coding
ENSG00000172380.5,GNG12,protein coding
ENSG00000162595.5,DIRAS3,protein coding
ENSG00000116729.13,WLS,protein coding
ENSG00000116745.6,RPE65,protein coding
ENSG00000024526.16,DEPDC1,protein coding
ENSG00000033122.18,LRRC7,protein coding
ENSG00000066557.5,LRRC40,protein coding
ENSG00000116754.13,SRSF11,protein coding
ENSG00000118454.12,ANKRD13C,protein coding
ENSG00000197568.13,HHLA3,protein coding
ENSG00000116761.11,CTH,protein coding
ENSG00000050628.20,PTGER3,protein coding
ENSG00000132485.13,ZRANB2,protein coding
ENSG00000172260.14,NEGR1,protein coding
ENSG00000162620.15,LRRIQ3,protein coding
ENSG00000254685.6,FPGT,protein coding
ENSG00000116783.14,TNNI3K,protein coding
ENSG00000162621.6,LRRC53,protein coding
ENSG00000178965.13,ERICH3,protein coding
ENSG00000116791.13,CRYZ,protein coding
ENSG00000162623.15,TYW3,protein coding
ENSG00000162624.14,LHX8,protein coding
ENSG00000137968.16,SLC44A5,protein coding
ENSG00000117054.13,ACADM,protein coding
ENSG00000137955.15,RABGGTB,protein coding
ENSG00000057468.6,MSH4,protein coding
ENSG00000154007.6,ASB17,protein coding
ENSG00000184005.10,ST6GALNAC3,protein coding
ENSG00000117069.14,ST6GALNAC5,protein coding
ENSG00000142892.14,PIGK,protein coding
ENSG00000154027.18,AK5,protein coding
ENSG00000036549.12,ZZZ3,protein coding
ENSG00000077254.14,USP33,protein coding
ENSG00000180488.14,MIGA1,protein coding
ENSG00000162614.18,NEXN,protein coding
ENSG00000162613.16,FUBP1,protein coding
ENSG00000162616.8,DNAJB4,protein coding
ENSG00000137960.5,GIPC2,protein coding
ENSG00000122420.9,PTGFR,protein coding
ENSG00000137959.15,IFI44L,protein coding
ENSG00000137965.10,IFI44,protein coding
ENSG00000162618.13,ADGRL4,protein coding
ENSG00000117114.19,ADGRL2,protein coding
ENSG00000137941.16,TTLL7,protein coding
ENSG00000142875.19,PRKACB,protein coding
ENSG00000203943.8,SAMD13,protein coding
ENSG00000137976.7,DNASE2B,protein coding
ENSG00000117133.10,RPF1,protein coding
ENSG00000174021.10,GNG5,protein coding
ENSG00000122432.17,SPATA1,protein coding
ENSG00000117151.12,CTBS,protein coding
ENSG00000117155.16,SSX2IP,protein coding
ENSG00000171517.5,LPAR3,protein coding
ENSG00000153898.12,MCOLN2,protein coding
ENSG00000162643.12,WDR63,protein coding
ENSG00000055732.12,MCOLN3,protein coding
ENSG00000097096.8,SYDE2,protein coding
ENSG00000162642.13,C1orf52,protein coding
ENSG00000142867.12,BCL10,protein coding
ENSG00000153904.18,DDAH1,protein coding
ENSG00000142871.16,CYR61,protein coding
ENSG00000117174.10,ZNHIT6,protein coding
ENSG00000171502.14,COL24A1,protein coding
ENSG00000122417.15,ODF2L,protein coding
ENSG00000137975.7,CLCA2,protein coding
ENSG00000016490.15,CLCA1,protein coding
ENSG00000016602.9,CLCA4,protein coding
ENSG00000097033.14,SH3GLB1,protein coding
ENSG00000183291.15,SELENOF,protein coding
ENSG00000153936.16,HS2ST1,protein coding
ENSG00000143013.12,LMO4,protein coding
ENSG00000065243.19,PKN2,protein coding
ENSG00000137947.11,GTF2B,protein coding
ENSG00000137944.17,KYAT3,protein coding
ENSG00000213516.9,RBMXL1,protein coding
ENSG00000117226.11,GBP3,protein coding
ENSG00000117228.9,GBP1,protein coding
ENSG00000162645.12,GBP2,protein coding
ENSG00000213512.1,GBP7,protein coding
ENSG00000162654.8,GBP4,protein coding
ENSG00000154451.14,GBP5,protein coding
ENSG00000183347.14,GBP6,protein coding
ENSG00000197147.13,LRRC8B,protein coding
ENSG00000171488.14,LRRC8C,protein coding
ENSG00000171492.14,LRRC8D,protein coding
ENSG00000162664.16,ZNF326,protein coding
ENSG00000143032.7,BARHL2,protein coding
ENSG00000122482.20,ZNF644,protein coding
ENSG00000162669.15,HFM1,protein coding
ENSG00000097046.12,CDC7,protein coding
ENSG00000069702.10,TGFBR3,protein coding
ENSG00000137948.18,BRDT,protein coding
ENSG00000172031.6,EPHX4,protein coding
ENSG00000230667.5,SETSIP,protein coding
ENSG00000284413.1,BTBD8,protein coding
ENSG00000069712.12,KIAA1107,protein coding
ENSG00000203910.8,C1orf146,protein coding
ENSG00000174842.16,GLMN,protein coding
ENSG00000122484.8,RPAP2,protein coding
ENSG00000162676.11,GFI1,protein coding
ENSG00000067208.14,EVI5,protein coding
ENSG00000122406.12,RPL5,protein coding
ENSG00000154511.11,FAM69A,protein coding
ENSG00000143033.17,MTF2,protein coding
ENSG00000117500.12,TMED5,protein coding
ENSG00000122483.17,CCDC18,protein coding
ENSG00000117505.12,DR1,protein coding
ENSG00000137942.16,FNBP1L,protein coding
ENSG00000137936.16,BCAR3,protein coding
ENSG00000067334.13,DNTTIP2,protein coding
ENSG00000023909.9,GCLM,protein coding
ENSG00000198691.11,ABCA4,protein coding
ENSG00000137962.12,ARHGAP29,protein coding
ENSG00000117528.11,ABCD3,protein coding
ENSG00000117525.13,F3,protein coding
ENSG00000143036.16,SLC44A3,protein coding
ENSG00000117519.15,CNN3,protein coding
ENSG00000172339.9,ALG14,protein coding
ENSG00000152078.9,TMEM56,protein coding
ENSG00000122481.16,RWDD3,protein coding
ENSG00000117569.18,PTBP2,protein coding
ENSG00000188641.12,DPYD,protein coding
ENSG00000162627.16,SNX7,protein coding
ENSG00000117598.11,PLPPR5,protein coding
ENSG00000117600.12,PLPPR4,protein coding
ENSG00000099260.10,PALMD,protein coding
ENSG00000156869.12,FRRS1,protein coding
ENSG00000162688.16,AGL,protein coding
ENSG00000117620.14,SLC35A3,protein coding
ENSG00000156875.13,MFSD14A,protein coding
ENSG00000156876.9,SASS6,protein coding
ENSG00000122435.9,TRMT13,protein coding
ENSG00000122477.12,LRRC39,protein coding
ENSG00000137992.14,DBT,protein coding
ENSG00000137996.12,RTCA,protein coding
ENSG00000079335.18,CDC14A,protein coding
ENSG00000181656.6,GPR88,protein coding
ENSG00000162692.10,VCAM1,protein coding
ENSG00000162694.13,EXTL2,protein coding
ENSG00000162695.11,SLC30A7,protein coding
ENSG00000117543.20,DPH5,protein coding
ENSG00000170989.8,S1PR1,protein coding
ENSG00000118733.16,OLFM3,protein coding
ENSG00000060718.20,COL11A1,protein coding
ENSG00000185946.15,RNPC3,protein coding
ENSG00000240038.6,AMY2B,protein coding
ENSG00000243480.7,AMY2A,protein coding
ENSG00000237763.9,AMY1A,protein coding
ENSG00000174876.16,AMY1B,protein coding
ENSG00000187733.6,AMY1C,protein coding
ENSG00000198890.7,PRMT6,protein coding
ENSG00000162631.18,NTNG1,protein coding
ENSG00000134215.15,VAV3,protein coding
ENSG00000085491.15,SLC25A24,protein coding
ENSG00000196427.13,NBPF4,protein coding
ENSG00000186086.18,NBPF6,protein coding
ENSG00000162636.15,FAM102B,protein coding
ENSG00000162639.15,HENMT1,protein coding
ENSG00000134186.11,PRPF38B,protein coding
ENSG00000143107.8,FNDC7,protein coding
ENSG00000116266.10,STXBP3,protein coding
ENSG00000162641.18,AKNAD1,protein coding
ENSG00000121957.12,GPSM2,protein coding
ENSG00000121940.15,CLCC1,protein coding
ENSG00000085433.15,WDR47,protein coding
ENSG00000197780.9,TAF13,protein coding
ENSG00000215717.5,TMEM167B,protein coding
ENSG00000179902.12,C1orf194,protein coding
ENSG00000116299.16,KIAA1324,protein coding
ENSG00000031698.12,SARS,protein coding
ENSG00000143126.7,CELSR2,protein coding
ENSG00000134222.16,PSRC1,protein coding
ENSG00000221986.6,MYBPHL,protein coding
ENSG00000134243.11,SORT1,protein coding
ENSG00000143106.12,PSMA5,protein coding
ENSG00000143028.8,SYPL2,protein coding
ENSG00000162650.16,ATXN7L2,protein coding
ENSG00000174151.14,CYB561D1,protein coding
ENSG00000181754.6,AMIGO1,protein coding
ENSG00000156097.12,GPR61,protein coding
ENSG00000065135.10,GNAI3,protein coding
ENSG00000116337.15,AMPD2,protein coding
ENSG00000168765.16,GSTM4,protein coding
ENSG00000213366.12,GSTM2,protein coding
ENSG00000134184.12,GSTM1,protein coding
ENSG00000134201.10,GSTM5,protein coding
ENSG00000134202.10,GSTM3,protein coding
ENSG00000198758.10,EPS8L3,protein coding
ENSG00000184371.13,CSF1,protein coding
ENSG00000168710.17,AHCYL1,protein coding
ENSG00000143093.14,STRIP1,protein coding
ENSG00000156150.6,ALX3,protein coding
ENSG00000186150.4,UBL4B,protein coding
ENSG00000197106.6,SLC6A17,protein coding
ENSG00000116396.14,KCNC4,protein coding
ENSG00000162775.14,RBM15,protein coding
ENSG00000168679.17,SLC16A4,protein coding
ENSG00000134248.13,LAMTOR5,protein coding
ENSG00000143125.5,PROK1,protein coding
ENSG00000143105.7,KCNA10,protein coding
ENSG00000177301.14,KCNA2,protein coding
ENSG00000177272.8,KCNA3,protein coding
ENSG00000143119.12,CD53,protein coding
ENSG00000121931.15,LRIF1,protein coding
ENSG00000156171.14,DRAM2,protein coding
ENSG00000134255.13,CEPT1,protein coding
ENSG00000162777.16,DENND2D,protein coding
ENSG00000064886.13,CHI3L2,protein coding
ENSG00000134216.18,CHIA,protein coding
ENSG00000173947.13,PIFO,protein coding
ENSG00000085465.12,OVGP1,protein coding
ENSG00000116455.13,WDR77,protein coding
ENSG00000116459.10,ATP5F1,protein coding
ENSG00000143110.11,C1orf162,protein coding
ENSG00000121933.18,TMIGD3,protein coding
ENSG00000282608.1,ADORA3,protein coding
ENSG00000116473.14,RAP1A,protein coding
ENSG00000197852.9,FAM212B,protein coding
ENSG00000064703.11,DDX20,protein coding
ENSG00000171385.9,KCND3,protein coding
ENSG00000143079.14,CTTNBP2NL,protein coding
ENSG00000134245.17,WNT2B,protein coding
ENSG00000007341.18,ST7L,protein coding
ENSG00000116489.12,CAPZA1,protein coding
ENSG00000155363.18,MOV10,protein coding
ENSG00000155366.16,RHOC,protein coding
ENSG00000155367.15,PPM1J,protein coding
ENSG00000184599.13,FAM19A3,protein coding
ENSG00000155380.11,SLC16A1,protein coding
ENSG00000198799.11,LRIG2,protein coding
ENSG00000081026.18,MAGI3,protein coding
ENSG00000116793.15,PHTF1,protein coding
ENSG00000081019.13,RSBN1,protein coding
ENSG00000134242.15,PTPN22,protein coding
ENSG00000188761.11,BCL2L15,protein coding
ENSG00000134262.12,AP4B1,protein coding
ENSG00000118655.4,DCLRE1B,protein coding
ENSG00000163349.21,HIPK1,protein coding
ENSG00000116774.11,OLFML3,protein coding
ENSG00000134207.14,SYT6,protein coding
ENSG00000197323.11,TRIM33,protein coding
ENSG00000116752.5,BCAS2,protein coding
ENSG00000175984.14,DENND2C,protein coding
ENSG00000116748.21,AMPD1,protein coding
ENSG00000213281.4,NRAS,protein coding
ENSG00000009307.15,CSDE1,protein coding
ENSG00000052723.11,SIKE1,protein coding
ENSG00000198765.11,SYCP1,protein coding
ENSG00000134200.3,TSHB,protein coding
ENSG00000134198.9,TSPAN2,protein coding
ENSG00000134259.3,NGF,protein coding
ENSG00000173218.14,VANGL1,protein coding
ENSG00000118729.11,CASQ2,protein coding
ENSG00000177551.5,NHLH2,protein coding
ENSG00000163393.12,SLC22A15,protein coding
ENSG00000173212.4,MAB21L3,protein coding
ENSG00000163399.15,ATP1A1,protein coding
ENSG00000116815.15,CD58,protein coding
ENSG00000143061.17,IGSF3,protein coding
ENSG00000116824.4,CD2,protein coding
ENSG00000134247.9,PTGFRN,protein coding
ENSG00000134256.12,CD101,protein coding
ENSG00000116830.11,TTF2,protein coding
ENSG00000134253.9,TRIM45,protein coding
ENSG00000134258.16,VTCN1,protein coding
ENSG00000198162.12,MAN1A2,protein coding
ENSG00000183508.4,FAM46C,protein coding
ENSG00000196505.10,GDAP2,protein coding
ENSG00000065183.15,WDR3,protein coding
ENSG00000155761.13,SPAG17,protein coding
ENSG00000092607.13,TBX15,protein coding
ENSG00000116874.11,WARS2,protein coding
ENSG00000116882.14,HAO2,protein coding
ENSG00000203859.9,HSD3B2,protein coding
ENSG00000203857.9,HSD3B1,protein coding
ENSG00000143067.4,ZNF697,protein coding
ENSG00000092621.11,PHGDH,protein coding
ENSG00000134240.11,HMGCS2,protein coding
ENSG00000134193.14,REG4,protein coding
ENSG00000134249.6,ADAM30,protein coding
ENSG00000134250.19,NOTCH2,protein coding
ENSG00000265808.3,SEC22B,protein coding
ENSG00000273136.6,NBPF26,protein coding
ENSG00000263353.3,PPIAL4A,protein coding
ENSG00000198019.12,FCGR1B,protein coding
ENSG00000188610.12,FAM72B,protein coding
ENSG00000171943.11,SRGAP2C,protein coding
ENSG00000203818.7,HIST2H3PS2,protein coding
ENSG00000263513.5,FAM72C,protein coding
ENSG00000271567.1,PPIAL4E,protein coding
ENSG00000266338.6,NBPF15,protein coding
ENSG00000279782.1,PPIAL4F,protein coding
ENSG00000196369.10,SRGAP2B,protein coding
ENSG00000215784.5,FAM72D,protein coding
ENSG00000256374.2,PPIAL4D,protein coding
ENSG00000162825.16,NBPF20,protein coding
ENSG00000117262.18,GPR89A,protein coding
ENSG00000174827.13,PDZK1,protein coding
ENSG00000117281.15,CD160,protein coding
ENSG00000265491.4,RNF115,protein coding
ENSG00000186141.8,POLR3C,protein coding
ENSG00000186364.11,NUDT17,protein coding
ENSG00000131788.15,PIAS3,protein coding
ENSG00000198483.12,ANKRD35,protein coding
ENSG00000143127.12,ITGA10,protein coding
ENSG00000131779.10,PEX11B,protein coding
ENSG00000265241.6,RBM8A,protein coding
ENSG00000271601.3,LIX1L,protein coding
ENSG00000272031.2,ANKRD34A,protein coding
ENSG00000121851.12,POLR3GL,protein coding
ENSG00000265972.5,TXNIP,protein coding
ENSG00000168509.19,HFE2,protein coding
ENSG00000271425.7,NBPF10,protein coding
ENSG00000264343.5,NOTCH2NL,protein coding
ENSG00000270339.3,CH17-385C13.3,protein coding
ENSG00000268043.7,NBPF12,protein coding
ENSG00000131791.7,PRKAB2,protein coding
ENSG00000131781.12,FMO5,protein coding
ENSG00000131778.18,CHD1L,protein coding
ENSG00000116128.10,BCL9,protein coding
ENSG00000162836.11,ACP6,protein coding
ENSG00000265107.2,GJA5,protein coding
ENSG00000121634.5,GJA8,protein coding
ENSG00000188092.14,GPR89B,protein coding
ENSG00000263956.6,NBPF11,protein coding
ENSG00000236334.2,PPIAL4G,protein coding
ENSG00000270629.5,NBPF14,protein coding
ENSG00000177144.7,NUDT4P1,protein coding
ENSG00000178104.19,PDE4DIP,protein coding
ENSG00000269713.7,NBPF9,protein coding
ENSG00000271383.6,NBPF19,protein coding
ENSG00000263464.2,PPIAL4C,protein coding
ENSG00000150337.13,FCGR1A,protein coding
ENSG00000203814.6,HIST2H2BF,protein coding
ENSG00000183598.3,HIST2H3D,protein coding
ENSG00000270882.2,HIST2H4A,protein coding
ENSG00000203811.1,HIST2H3C,protein coding
ENSG00000203812.2,HIST2H2AA3,protein coding
ENSG00000272196.2,HIST2H2AA4,protein coding
ENSG00000203852.3,HIST2H3A,protein coding
ENSG00000270276.2,HIST2H4B,protein coding
ENSG00000184678.10,HIST2H2BE,protein coding
ENSG00000184260.5,HIST2H2AC,protein coding
ENSG00000184270.4,HIST2H2AB,protein coding
ENSG00000178096.8,BOLA1,protein coding
ENSG00000159164.9,SV2A,protein coding
ENSG00000143368.9,SF3B4,protein coding
ENSG00000014914.20,MTMR11,protein coding
ENSG00000264522.5,OTUD7B,protein coding
ENSG00000136631.12,VPS45,protein coding
ENSG00000023902.13,PLEKHO1,protein coding
ENSG00000143401.14,ANP32E,protein coding
ENSG00000118298.10,CA14,protein coding
ENSG00000117362.12,APH1A,protein coding
